kata,primary_pos,all_pos
berlutu,Adjektiva,Adjektiva
berkulit,Verba,Verba
berkumai,Verba,Verba
berlabel,Verba,Verba
berlada,Verba,Verba
berlajur,Verba,Verba
berlalu lintas,Verba,Verba
berlambang,Verba,Verba
berbuntut,Verba,Verba
berlapuk,Verba,Verba
berlauk,Verba,Verba
berlebih,Adjektiva,Adjektiva
berlekuk,Verba,Verba
berlopak,Verba,Verba
berlubang,Verba,Verba
berlumpur,Verba,Verba
berlumut,Verba,Verba
berlurah,Verba,Verba
bermanfaat,Verba,Verba
bermayang,Verba,Verba
bermeterai,Verba,Verba
bermula,Verba,Verba
bermulut,Verba,Verba;Kasar
bernoda,Verba,Verba;kiasan
bernyala,Verba,Verba;kiasan
bernyawa,Verba,Verba
berombak,Verba,Verba
berpadang,Verba,Verba
berpahala,Nomina,Nomina
berpaku,Verba,Verba;kiasan
berparut,Verba,Verba
berpengaruh,Verba,Verba
berpenghuni,Verba,Verba
berpotongan,Adverbia,Adverbia
bersisi,Verba,Verba
berploi,Verba,Verba
prospektif,Adjektiva,Adjektiva
berpucuk,Verba,Verba
bersurai,Verba,Verba
berenda,Verba,Verba
berhalangan,Verba,Verba
ritmis,Adjektiva,Adjektiva
beriwayat,Adjektiva,Adjektiva;kiasan
berongga,Verba,Verba
beruas-ruas,Verba,Verba
berupa,Verba,Verba
bersagar,Verba,Verba
bersaksi,Verba,Verba
bersalah,Verba,Verba
bergalat,Verba,Verba
bersambal,Verba,Verba
bersentuhan,Verba,Verba
kena-mengena,Verba,Verba
tali-bertali,Verba,Verba
bersantan,Verba,Verba
bersayap,Verba,Verba
bersebab,Verba,Verba
bersegi,Verba,Verba
bersekat,Verba,Verba
bersela,Verba,Verba
berselekeh,Verba,Verba
bersemangat,Verba,Verba
bersemarak,Adjektiva,Adjektiva
bersemut,Verba,Verba
bersepan,Verba,Verba
berada-ada,Verba,Verba
rewak,prakategorial,prakategorial
bersigai,Verba,Verba
bersisa,Verba,Verba
bersisik,Verba,Verba
bersopan santun,Verba,Verba
bersopir,Verba,Verba
berhal,Verba,Verba
bersumur,Verba,Verba
bersungai,Verba,Verba
bertahap,Verba,Verba
bertakik,Verba,Verba;Biologi
bertakuk,Verba,Verba;Biologi
berutas,Verba,Verba
bertampin,Verba,Verba
bertanda tangan,Verba,Verba
bertanda,Verba,Verba
berpumpun abu,kiasan,kiasan
bertangan,Verba,Verba
bertanggal,Verba,Verba
bertangga,Verba,Verba
nirbentuk,Adjektiva,Adjektiva
bertara,Verba,Verba
bertasik,Verba,Verba
bertepi,Verba,Verba
bertera,Verba,Verba
berteras,Verba,Verba
bertiang,Verba,Verba
bertikas,Verba,Verba
bertopik,Verba,Verba
bertuan,Verba,Verba
bertulang,Verba,Verba
bersurat,Verba,Verba
bertunda,Verba,Verba
bertaring,Verba,Verba
berujung,Verba,Verba
berukir,Verba,Verba
berulat,Verba,Verba
berumbi,Verba,Verba
berurat,Verba,Verba
berurusan,Verba,Verba
sempat,Adverbia,Adverbia
berpunya,Verba,Verba
ketinggalan,Verba,Verba
berhantar,Verba,Verba
berhuni,Verba,Verba
berkawal,Verba,Verba
terpada,Verba,Verba
rongak,Adjektiva,Adjektiva
wujud,Nomina,Nomina
hadir,Verba,Verba
masih,Adverbia,Adverbia
ada-adanyakah,Adverbia,Adverbia
adakalanya,Adverbia,Adverbia
kadang-kadang,Adverbia,Adverbia
merupakan,Verba,Verba
fibrokistik,Adjektiva,Adjektiva;Kedokteran dan Fisiologi
hematuri,Nomina,Nomina
hemospermia,Nomina,Nomina
alotropi,Nomina,Nomina
terlibat diri,Psikologi,Psikologi
fotoelastisitas,Nomina,Nomina;Kimia
tegangan pemungkas,Sastra,Sastra
patrogoni,Nomina,Nomina;Biologi
aklimatisasi,Nomina,Nomina;Pertanian
kartu antarmuka jaringan,Komputer,Komputer
adapter,Nomina,Nomina
seperti,Partikel,Partikel
yang,Nomina,Nomina;Cakapan;kependekan
jintan manis,Botani,Botani
persukuan,Nomina,Nomina
langgam,Nomina,Nomina;Linguistik
adaci,Nomina,Nomina;Culambacu
adat kakurung ku iga,Ungkapan,Ungkapan;Sunda
virilokal,Nomina,Nomina;Antropologi
leluri,Nomina,Nomina;Jawa
budaya,Nomina,Nomina;Cakapan
folklor,Nomina,Nomina
kesusilaan,Nomina,Nomina
mores,Nomina,Nomina
hafen,Nomina,Nomina
pakaian hidup,kiasan,kiasan
atavisme,Nomina,Nomina;Psikologi
tradisi,Nomina,Nomina
resam,Nomina,Nomina
cara,Nomina,Nomina
hila-hila,Nomina,Nomina
antropofagi,Nomina,Nomina;Antropologi
avunkulokal,Nomina,Nomina;Antropologi
bilokal,Nomina,Nomina;Antropologi
natolokal,Nomina,Nomina;Antropologi
munjungan,Nomina,Nomina;Sunda
pubiyan,Nomina,Nomina
hipergami,Nomina,Nomina;Antropologi
antar belanja,Melayu Jambi,Melayu Jambi;kiasan
buntel kadut,Nomina,Nomina
hafoli,Nomina,Nomina
habani,Nomina,Nomina
fetosa umane,Nomina,Nomina
duai,Nomina,Nomina;Hukum
angkap,Nomina,Nomina;Gayo
kawin tukar gadis,Antropologi,Antropologi
aturan,Nomina,Nomina
basa-basi,Nomina,Nomina
kesopanan,Nomina,Nomina
utrolokal,Nomina,Nomina;Antropologi
levirat,Nomina,Nomina;Hukum
istiadat,Nomina,Nomina
agon,Nomina,Nomina;Kesenian
latar belakang,Nomina,Nomina
intermeso,Nomina,Nomina
selingan,Nomina,Nomina
adegan pastoral,Kesenian,Kesenian
sketsa,Nomina,Nomina
adegan penyambung,Perfilman,Perfilman
eksodos,Nomina,Nomina;Sastra
bodolan,Nomina,Nomina;Using
adegan dugong,Kesenian,Kesenian
adegan keributan,Kesenian,Kesenian
monolog,Nomina,Nomina
jejeran,Nomina,Nomina
prolog,Nomina,Nomina
adegan wajib,Kesenian,Kesenian
adegan terbuka,Kesenian,Kesenian
perubahan adegan,Kesenian,Kesenian
adegan pengikat,Kesenian,Kesenian
adegan kecil,Kesenian,Kesenian
penataan adegan,Kesenian,Kesenian
vitamin b-4,Kimia,Kimia
adp,Nomina,Nomina;singkatan
atf,Nomina,Nomina;singkatan
atp,Nomina,Nomina;singkatan
di,Partikel,Partikel;Cakapan
ading,Nomina,Nomina;Cakapan
bibi,Nomina,Nomina;Klasik
tante,Nomina,Nomina;Cakapan
bersaudara,Verba,Verba
encing,Nomina,Nomina;Melayu Jakarta
cahi,Nomina,Nomina;Gayo
paman,Nomina,Nomina
etek,Nomina,Nomina;Minangkabau
dik,Nomina,Nomina;singkatan
adidaya,Adjektiva,Adjektiva
piawai,Adjektiva,Adjektiva
dinda,Nomina,Nomina;kependekan
adimas,Nomina,Nomina;Hormat;Jawa
adipatni,Nomina,Nomina
superkonduktor,Nomina,Nomina
supermodel,Nomina,Nomina
diraja,Nomina,Nomina;Klasik;kependekan
dewi langit,Agama Hindu,Agama Hindu
kata sifat,Linguistik,Linguistik
kata keadaan,Linguistik,Linguistik
atribut,Nomina,Nomina
adm.,Nomina,Nomina;kependekan
ab,Nomina,Nomina
adpel,Nomina,Nomina;akronim
minu,Nomina,Nomina;akronim
adum,Nomina,Nomina;akronim
adumla,Nomina,Nomina;akronim
minu tni,Nomina,Nomina;singkatan
admin,Nomina,Nomina;kependekan
jeladren,Nomina,Nomina
fatir,Nomina,Nomina
gelasan,Nomina,Nomina
enti,Nomina,Nomina;Aceh
paté de foie gras,Ungkapan,Ungkapan;Prancis
tortila,Nomina,Nomina
pastri,Nomina,Nomina
panada,Nomina,Nomina
filo,Nomina,Nomina;kependekan
ekstraksi,Nomina,Nomina
adopsi antarnegara,Hukum,Hukum
adopsi ilegal,Hukum,Hukum
adrenalina,Nomina,Nomina;Kedokteran dan Fisiologi
zat terjerap,Kimia,Kimia
adsorpsi isoterm,Kimia,Kimia
adu banteng,kiasan,kiasan
lomba,Nomina,Nomina
toktok,Nomina,Nomina
duh,Partikel,Partikel;kependekan
udek,Verba,Verba
karau,Verba,Verba
kincah,Verba,Verba
arun,Nomina,Nomina
semen,Nomina,Nomina
luluhan,Nomina,Nomina
aci,Adjektiva,Adjektiva
coran,Nomina,Nomina;Teknik
adonan,Nomina,Nomina
kata tambahan,Linguistik,Linguistik
kata keterangan,Linguistik,Linguistik
advokasi lingkungan,Hukum,Hukum
aerodinamis,Adjektiva,Adjektiva
aero,Nomina,Nomina;kependekan
babala ganrang,Nomina,Nomina
afasia nominal,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
afasia amnesia,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
afasia global,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
afasia posterior,Linguistik,Linguistik
afasia anterior,Linguistik,Linguistik
afektivitas positif,Psikologi,Psikologi
saraf aferen,Anatomi,Anatomi
desinens,Nomina,Nomina;Linguistik
konfiks,Nomina,Nomina;Linguistik
suprafiks,Nomina,Nomina
sufiks,Nomina,Nomina;Linguistik
interfiks,Nomina,Nomina;Linguistik
simulfiks,Nomina,Nomina;Linguistik
cukup,Adjektiva,Adjektiva
rada-rada,Verba,Verba
semu-semu,Adverbia,Adverbia
payau,Adjektiva,Adjektiva
lumayan,Adjektiva,Adjektiva
boleh juga,Cakapan,Cakapan
kebasah-basahan,Adjektiva,Adjektiva
kasar,Adjektiva,Adjektiva
kebiru-biruan,Adjektiva,Adjektiva
kebiruan,Adjektiva,Adjektiva;Cakapan
kecokelatan,Nomina,Nomina
kecokelat-cokelatan,Adjektiva,Adjektiva
cangut,Adjektiva,Adjektiva
berjeluk,Verba,Verba
sejuk,Adjektiva,Adjektiva
kegelap-gelapan,Adjektiva,Adjektiva;kiasan
remang-remang,Adjektiva,Adjektiva
redup,Adjektiva,Adjektiva;kiasan
kelam,Nomina,Nomina
klimis,Adjektiva,Adjektiva
senewen,Adjektiva,Adjektiva;Cakapan
otak miring,kiasan,kiasan
kurang beres,Cakapan,Cakapan
kurang sesen,Cakapan,Cakapan
konyol,Adjektiva,Adjektiva;Cakapan
sableng,Adjektiva,Adjektiva;Cakapan
setengah,Numeralia,Numeralia
miring,Adjektiva,Adjektiva
kegila-gilaan,Adjektiva,Adjektiva
pesam-pesam,Adjektiva,Adjektiva
kehijau-hijauan,Adjektiva,Adjektiva
kehijauan,Adjektiva,Adjektiva
nanar,Adjektiva,Adjektiva
kehitam-hitaman,Adjektiva,Adjektiva
geli,Nomina,Nomina
kekabur-kaburan,Adjektiva,Adjektiva
keabu-abuan,Adjektiva,Adjektiva
teledor,Adjektiva,Adjektiva
legit,Adjektiva,Adjektiva
kekuning-kuningan,Adjektiva,Adjektiva
kekuningan,Adjektiva,Adjektiva
dugal,Adjektiva,Adjektiva
mendingin,Verba,Verba
lecuh,Adjektiva,Adjektiva
siang-siang,Adjektiva,Adjektiva
kurusan,Adjektiva,Adjektiva;Cakapan
malu-malu,Adjektiva,Adjektiva
likat,Adjektiva,Adjektiva
malu-malu bahasa,kiasan,kiasan
kemalu-maluan,Adjektiva,Adjektiva
kemanja-manjaan,Adjektiva,Adjektiva
mengambek,Verba,Verba;Sunda
kecil hati,Adjektiva,Adjektiva
berkecil hati,Verba,Verba
kemasam-masaman,Adjektiva,Adjektiva
kemerah-merahan,Adjektiva,Adjektiva
bengot,Adjektiva,Adjektiva
bersendengan,Verba,Verba
terjungkat,Adjektiva,Adjektiva
cenderung,Adjektiva,Adjektiva
hangat,Adjektiva,Adjektiva
suam-suam,Adjektiva,Adjektiva
medok,Adjektiva,Adjektiva;Melayu Jakarta
pening pikat,kiasan,kiasan
kepucat-pucatan,Adjektiva,Adjektiva
kepucatan,Nomina,Nomina
keputih-putihan,Adjektiva,Adjektiva
keputihan,Adjektiva,Adjektiva
redep-redup bahasa,kiasan,kiasan
redep-redup alang,kiasan,kiasan
serak-serak,Adjektiva,Adjektiva
cangkat,Adjektiva,Adjektiva
keungu-unguan,Adjektiva,Adjektiva
keunguan,Adjektiva,Adjektiva
kewangi-wangian,Adjektiva,Adjektiva
juga,Adverbia,Adverbia
konon,Adverbia,Adverbia
kira-kira,Verba,Verba
rupanya,Adverbia,Adverbia
gerangan,Adverbia,Adverbia
kutaha,Adverbia,Adverbia;Arkais
kiranya,Adverbia,Adverbia
din,Nomina,Nomina;Arab
ag,Nomina,Nomina;kependekan
katolik,Nomina,Nomina
dinul-islam,Nomina,Nomina
zoroaster,Nomina,Nomina
shinto,Nomina,Nomina
hindu,Nomina,Nomina
islam,Nomina,Nomina
buddha,Nomina,Nomina
kristen,Nomina,Nomina
agamis,Adjektiva,Adjektiva
agamais,Adjektiva,Adjektiva
biar,Partikel,Partikel
agarosa,Nomina,Nomina;Biologi
kelulut,Nomina,Nomina
detailman,Ungkapan,Ungkapan;Inggris
agen pembayaran pembantu,Keuangan,Keuangan
agen tunggal pemegang merek,Keuangan,Keuangan
apm,Nomina,Nomina;singkatan
aperd,Nomina,Nomina;singkatan
agen pabrik,Keuangan,Keuangan
opas,Nomina,Nomina;Arkais
hopagen,Nomina,Nomina;Belanda
atpm,Nomina,Nomina;singkatan
agen pembayar,Ekonomi dan Keuangan,Ekonomi dan Keuangan
agen klaim,Ekonomi dan Keuangan,Ekonomi dan Keuangan
agen penjualan,Keuangan,Keuangan
antiestrogenik,Adjektiva,Adjektiva
antihemoragik,Adjektiva,Adjektiva
antineuritik,Adjektiva,Adjektiva
agen penjamin,Ekonomi dan Keuangan,Ekonomi dan Keuangan
imunostimulan,Nomina,Nomina;Kedokteran dan Fisiologi
proksi,Nomina,Nomina
hemoaglutinasi,Nomina,Nomina;Kimia
isoaglutinin,Nomina,Nomina;Kedokteran dan Fisiologi
dewa api,Agama Hindu,Agama Hindu
prosopagnosia,Nomina,Nomina;Kedokteran dan Fisiologi
agr.,Nomina,Nomina;kependekan
agresi iritasi,Psikologi,Psikologi
agresi instrumental,Psikologi,Psikologi
agresi permusuhan,Psikologi,Psikologi
agresi altruistis,Psikologi,Psikologi
agresi benci,Psikologi,Psikologi
agroterorisme,Nomina,Nomina
agrobis,Nomina,Nomina;kependekan
agronomis,Adjektiva,Adjektiva
gimpal,Nomina,Nomina
sami,Nomina,Nomina;Klasik;Agama Buddha
akh,Partikel,Partikel
kahin,Nomina,Nomina;Arab
tukang,Nomina,Nomina
agamawan,Nomina,Nomina
mualim,Nomina,Nomina
akuntan,Nomina,Nomina
androlog,Nomina,Nomina
antropolog,Nomina,Nomina
arkeolog,Nomina,Nomina
astronom,Nomina,Nomina
astronom amatir,Astronomi,Astronomi
indonesianis,Nomina,Nomina
audiologis,Adjektiva,Adjektiva
bahasawan,Nomina,Nomina
orientalis,Nomina,Nomina
ahlulbait,Nomina,Nomina
bakteriolog,Nomina,Nomina
penghikayat,Nomina,Nomina
hasib,Nomina,Nomina;Arab
sosiobiolog,Nomina,Nomina
biolog,Nomina,Nomina
botanikus,Nomina,Nomina
ornitologis,Adjektiva,Adjektiva
cuacawan,Nomina,Nomina
anestesiolog,Nomina,Nomina
kipu,Nomina,Nomina;Arkais
publisis,Nomina,Nomina
etnomusikolog,Nomina,Nomina
teoretikus,Nomina,Nomina
hortikulturis,Nomina,Nomina
apoteker,Nomina,Nomina
ontologis,Nomina,Nomina
xenograf,Nomina,Nomina
konsultan,Nomina,Nomina
arsitek,Nomina,Nomina;kiasan
adib,Verba,Verba
dermatolog,Nomina,Nomina
teknolog,Nomina,Nomina
ekseget,Nomina,Nomina;Biologi
entomolog,Nomina,Nomina
epidemiolog,Nomina,Nomina
etnograf,Nomina,Nomina
etnolog,Nomina,Nomina
farmakolog,Nomina,Nomina
filolog,Nomina,Nomina
filsuf,Nomina,Nomina
fisikawan,Nomina,Nomina
einstein,Nomina,Nomina;kiasan
afk,Verba,Verba;singkatan
futurolog,Nomina,Nomina
gemologis,Nomina,Nomina
seismologiwan,Nomina,Nomina
seismolog,Nomina,Nomina
geofisikawan,Nomina,Nomina
geograf,Nomina,Nomina
geologiwan,Nomina,Nomina
nutrisionis,Nomina,Nomina
dietisien masyarakat publik,Ilmu Gizi:,Ilmu Gizi:
dietisien,Nomina,Nomina;Ilmu Gizi:
grafikawan,Nomina,Nomina
grafolog,Nomina,Nomina
hematolog,Nomina,Nomina;Kedokteran dan Fisiologi
herpetolog,Nomina,Nomina
jurist,Ungkapan,Ungkapan;Belanda
fakih,Nomina,Nomina;Arab
advokat,Nomina,Nomina
pembela,Nomina,Nomina
yuris,Nomina,Nomina
mujtahid,Nomina,Nomina;Arab
ikonograf,Nomina,Nomina
okultis,Nomina,Nomina
mutakalim,Nomina,Nomina;Agama Islam
sosiolog,Nomina,Nomina
teolog,Nomina,Nomina
analis,Nomina,Nomina
saintis,Nomina,Nomina
toksikolog,Nomina,Nomina
sufi,Nomina,Nomina
rimbawan,Nomina,Nomina
parapsikolog,Nomina,Nomina
demograf,Nomina,Nomina
kimiawan,Nomina,Nomina
ahlulkitab,Nomina,Nomina;Agama Islam
klimatolog,Nomina,Nomina
kosmolog,Nomina,Nomina
kristolog,Nomina,Nomina
ahlulkubur,Nomina,Nomina;Arab
leksikolog,Nomina,Nomina
linguis,Nomina,Nomina
amd.,Nomina,Nomina;singkatan
matematikawan,Nomina,Nomina
aktuaris,Nomina,Nomina
didaktikus,Nomina,Nomina
kartunis,Nomina,Nomina
aswasada,Nomina,Nomina
ahmer,Nomina,Nomina;akronim
mekanik,Nomina,Nomina
museolog,Nomina,Nomina
musikolog,Nomina,Nomina
ahlunujum,Nomina,Nomina;Arab
numerolog,Nomina,Nomina
onkolog,Nomina,Nomina;Kedokteran dan Fisiologi
taksaka,Nomina,Nomina
patolog,Nomina,Nomina
pedagog,Nomina,Nomina
silpin,Nomina,Nomina;Arkais
kriptolog,Nomina,Nomina
ap,Nomina,Nomina;singkatan
apu,Nomina,Nomina
akupunkturis,Nomina,Nomina
oftalmologis,Nomina,Nomina
gastroenterolog,Nomina,Nomina
appu,Nomina,Nomina;singkatan
ekonom,Nomina,Nomina
iktiologis,Adjektiva,Adjektiva
pujangga,Nomina,Nomina
muzakir,Nomina,Nomina
politikus,Nomina,Nomina
ap.,Nomina,Nomina;singkatan
primatolog,Nomina,Nomina
psikobiologis,Adjektiva,Adjektiva
psikolog,Nomina,Nomina
radiografer,Nomina,Nomina
radiolog,Nomina,Nomina
astrolog,Nomina,Nomina
dekoder,Nomina,Nomina
literator,Nomina,Nomina
muarikh,Nomina,Nomina;Arab
sejarawan,Nomina,Nomina
historikus,Nomina,Nomina
seksolog,Nomina,Nomina
dramaturg,Nomina,Nomina;Sastra
artis,Nomina,Nomina
sahir,Nomina,Nomina;Arab
sinolog,Nomina,Nomina
speleolog,Nomina,Nomina
spesialis,Nomina,Nomina
ahlusuluk,Nomina,Nomina;Arab
suni,Nomina,Nomina;Minangkabau
ahlusunah,Nomina,Nomina;Arab
taksonom,Nomina,Nomina;Biologi
teknisi,Nomina,Nomina
teknologiwan,Nomina,Nomina
tipografer,Nomina,Nomina
ambu,Nomina,Nomina;Gorontalo
vaksinolog,Nomina,Nomina
vulkanolog,Nomina,Nomina
warasah,Nomina,Nomina
a???bul-fur?? a???bul-fur??,Ungkapan,Ungkapan;Arab
asabat,Nomina,Nomina
advisor,Nomina,Nomina
atase,Nomina,Nomina
pandega,Nomina,Nomina
juara,Nomina,Nomina
aswaja,Nomina,Nomina;akronim
noda,Nomina,Nomina
nista,Adjektiva,Adjektiva
cela,Nomina,Nomina
felinofobia,Nomina,Nomina
tirta,Nomina,Nomina;Sanskerta
ayar,Nomina,Nomina;Arkais
kaldu,Nomina,Nomina
bocoran,Nomina,Nomina
landa,prakategorial,prakategorial
gelendo,Nomina,Nomina;Melayu Jakarta
syarab,Nomina,Nomina;Klasik
rahum,Nomina,Nomina
air demineralisasi,Ilmu Gizi:,Ilmu Gizi:
leri,Nomina,Nomina;Jawa
es,Nomina,Nomina
sengkayan,Nomina,Nomina
pencelup,Nomina,Nomina
camara,Nomina,Nomina;Wolio
serum,Nomina,Nomina;Kemiliteran;akronim
eau de cologne,Ungkapan,Ungkapan;Prancis
zamzam,Nomina,Nomina
ekornia,Nomina,Nomina
air boron,Pertanian,Pertanian
air berat,Kimia,Kimia
air senak,Hidrologi,Hidrologi
air tanah lapisan atas,Pertanian,Pertanian
air celah,Pertanian,Pertanian
tengguli,Nomina,Nomina
gula derawa,Klasik,Klasik
sirop,Nomina,Nomina
setrup,Nomina,Nomina
kinca,Nomina,Nomina
kuah,Nomina,Nomina
akuadestilata,Nomina,Nomina
maulhayat,Nomina,Nomina
aqua vitae,Ungkapan,Ungkapan;Latin
tirta kamandanu,Ungkapan,Ungkapan;Kawi
eau de vie,Ungkapan,Ungkapan;Prancis
pipis,Verba,Verba
ompol,Nomina,Nomina
aqua fortis,Ungkapan,Ungkapan;Latin
air hablur,Kimia,Kimia
air balas,Pelayaran,Pelayaran
air normal,Hidrometeorologi,Hidrometeorologi
ingus,Nomina,Nomina
limen,Nomina,Nomina;Gayo
jelijih,Nomina,Nomina;Minangkabau
iler,Nomina,Nomina
mani beku,Peternakan,Peternakan
mani dingin,Peternakan,Peternakan
mani cair,Peternakan,Peternakan
nira,Nomina,Nomina
mutiara,Nomina,Nomina;kiasan
air alkali,Kimia,Kimia
amdk,Nomina,Nomina;singkatan
air karbonat,Kimia,Kimia
zamzam durja,kiasan,kiasan
geladak,Nomina,Nomina
sageru,Nomina,Nomina
balaon,Nomina,Nomina
pembilas,Nomina,Nomina
santan,Nomina,Nomina
air tenang,Pelayaran,Pelayaran
kacu,Nomina,Nomina
aqua pumpaginis,Ungkapan,Ungkapan;Latin
tajin,Nomina,Nomina
akuafaba,Nomina,Nomina
mala,Nomina,Nomina
tisane,Nomina,Nomina;Tata Boga
kemih,Nomina,Nomina
perahan,Nomina,Nomina;kiasan
asi,Nomina,Nomina;Klasik
dadih,Nomina,Nomina
air susu jolong,Peternakan,Peternakan
air tanah bebas,Pertanian,Pertanian
air tanah tetap,Pertanian,Pertanian
air freatik,Hidrologi,Hidrologi
air lunak,Pertanian,Pertanian
tapui,Nomina,Nomina
kilang,Nomina,Nomina
ceng,Nomina,Nomina
gerojokan,Nomina,Nomina
curug,Nomina,Nomina;Sunda
katarak,Nomina,Nomina
lata,Nomina,Nomina;Pelayaran
teladas,Nomina,Nomina
serasah,Nomina,Nomina
air kristalisasi,Kimia,Kimia
penyepuh,Nomina,Nomina
air sembahyang,Agama Islam,Agama Islam
air terminumkan,Biologi,Biologi
banjir,Nomina,Nomina;Geografi dan Geologi
air magma,Hidrologi,Hidrologi
air asli,Hidrologi,Hidrologi
air kandang,Pertanian,Pertanian
leleh salju,Hidrometeorologi,Hidrometeorologi
air juvenil,Geografi dan Geologi,Geografi dan Geologi
aliran antara,Geografi dan Geologi,Geografi dan Geologi
air gedang,Melayu Riau,Melayu Riau
air tanih,Geografi dan Geologi,Geografi dan Geologi
air jenuh,Pertanian,Pertanian
air awamineral,Farmasi dan Farmakologi,Farmasi dan Farmakologi
air metabolisme,Biologi,Biologi
air didih,Melayu Riau,Melayu Riau
air metabolik,Ilmu Gizi:,Ilmu Gizi:
air label ganda,Ilmu Gizi:,Ilmu Gizi:
air suling dua kali,Biologi,Biologi
air takbermineral,Ilmu Gizi:,Ilmu Gizi:
air konduktivitas,Kimia,Kimia
air bebas mineral,Ilmu Gizi:,Ilmu Gizi:
air serani,Klasik,Klasik;Agama Kristen
pancaran air,Teknik,Teknik
air hidroskopik,Pertanian,Pertanian
air talkin,Agama Islam,Agama Islam
rabas,Nomina,Nomina;Minangkabau
air hitam,Biologi,Biologi
danur,Nomina,Nomina
susu,Nomina,Nomina
peluh,Nomina,Nomina
ludah,Nomina,Nomina
tuban-tuban,Nomina,Nomina
ketuban,Nomina,Nomina
keringat,Nomina,Nomina
air gravitasi,Pertanian,Pertanian
bah,Partikel,Partikel;Cakapan
belalai air,Meteorologi,Meteorologi
pancuran,Nomina,Nomina
mesohalin,Nomina,Nomina
air agresif,Kimia,Kimia
air tawar,Hidrologi,Hidrologi
air garam,Hidrologi,Hidrologi
paritik,Nomina,Nomina;Mandar
acap,Verba,Verba
air masin,Hidrologi,Hidrologi
air asam,Kimia,Kimia
air manis,Kimia,Kimia
air segar,Biologi,Biologi
air mustakmal,Agama Islam,Agama Islam
air bermineral,Ilmu Gizi:,Ilmu Gizi:
air suci,Agama Kristen,Agama Kristen
aliran timbul kembali,Pertanian,Pertanian
vados,Nomina,Nomina;Biologi
air lingkar,Hidrologi,Hidrologi
air primer,Hidrologi,Hidrologi
air intraselular,Ilmu Gizi:,Ilmu Gizi:
air ekstraseluler,Ilmu Gizi:,Ilmu Gizi:
ruban,Nomina,Nomina
air kapiler,Biologi,Biologi
air malihan,Hidrologi,Hidrologi
air bawaan,Pertanian,Pertanian
air terikat,Pertanian,Pertanian
air adsorpsi,Pertanian,Pertanian
air bebas,Hidrologi,Hidrologi
air kisi,Hidrologi,Hidrologi
air fosil,Hidrologi,Hidrologi
air sisipan,Petrologi dan Migas,Petrologi dan Migas
air purwa,Hidrologi,Hidrologi
lengas udara,Mineralogi,Mineralogi
air anaerob,Kimia,Kimia
ajib,Adjektiva,Adjektiva;Cakapan
supernatural,Adjektiva,Adjektiva
goda,Verba,Verba
seruan,Nomina,Nomina
teguran,Nomina,Nomina
tantangan,Olahraga,Olahraga
persuasi,Nomina,Nomina
sapaan,Nomina,Nomina;Linguistik
anggapan,Nomina,Nomina
sripah,Nomina,Nomina
latih,Verba,Verba
petunjuk,Nomina,Nomina
wulang,Nomina,Nomina;Jawa
wewarah,Nomina,Nomina
tasawuf,Nomina,Nomina
anarkisme,Nomina,Nomina
unitarisme,Nomina,Nomina
verbalisme,Nomina,Nomina;Pendidikan
erosentrisme,Nomina,Nomina
doktrin,Nomina,Nomina
anuttaram puññakkhetam lokass?ti,Ungkapan,Ungkapan;Sanskerta
?yu vanno sukha bala,Ungkapan,Ungkapan;Sanskerta
apayamuka,Nomina,Nomina;Agama Buddha
apaya,Nomina,Nomina;Agama Buddha
pancadarma,Nomina,Nomina
ova?da pa?timokkha,Ungkapan,Ungkapan;Sanskerta
yoni,Nomina,Nomina;Agama Buddha
punarbawa,Nomina,Nomina;Agama Buddha
ahimsa,Nomina,Nomina
kristianisme,Nomina,Nomina
yahudiah,Nomina,Nomina
monoteisme,Nomina,Nomina
rafidi,Nomina,Nomina
catt?ri ariyasacc?ni,Ungkapan,Ungkapan;Sanskerta
kebatinan,Nomina,Nomina
sunda wiwitan,Nomina,Nomina
fatalisme,Nomina,Nomina
reformisme,Nomina,Nomina
sosialisme,Nomina,Nomina
sauvinisme,Nomina,Nomina
trinitarian,Nomina,Nomina
multirasialisme,Nomina,Nomina
kolektivisme,Nomina,Nomina;Filsafat
bidah,Nomina,Nomina;Agama Islam
nasihat,Nomina,Nomina
cekokan,Nomina,Nomina
empat kebenaran mulia,Agama Buddha,Agama Buddha
tantrisme,Nomina,Nomina
spiritisme,Nomina,Nomina
teosofi,Nomina,Nomina
tantrayana,Nomina,Nomina;Agama Buddha
taoisme,Nomina,Nomina
platonisme,Nomina,Nomina
averoisme,Nomina,Nomina;Filsafat
dialektika,Nomina,Nomina
yurisprudensi,Nomina,Nomina;Hukum
islamisme,Nomina,Nomina
naziisme,Nomina,Nomina
musaisme,Nomina,Nomina
